student_id,CGPA,skills_score,projects_count,internships_done,communication_score,aptitude_score,coding_test_score,resume_score,extracurricular,college_tier,hackathons_participated,certifications_count,linkedin_activity_score,github_score,soft_skills_score,interview_score,consistency_score,backlogs,placement_training,selected,Performance_Score,Category_Level
4348,7.77,6,0,3,6,4,4,6,No,Tier 2,4,6,3,1,3,9,9,3,Yes,1,2177.885,Medium
4349,9.13,1,3,3,2,6,6,7,Yes,Tier 2,0,0,9,7,2,7,5,0,Yes,1,2179.065,Medium
4350,8.16,8,1,1,9,8,2,10,Yes,Tier 3,2,7,8,9,10,3,8,1,Yes,1,2179.08,Medium
4351,8.92,2,3,0,5,2,10,4,No,Tier 2,4,1,6,3,3,9,3,1,No,1,2179.96,Medium
4352,7.99,6,1,3,2,8,6,2,Yes,Tier 2,2,4,2,10,2,7,7,1,Yes,0,2179.995,Medium
4353,7.07,9,3,1,6,1,7,3,No,Tier 1,1,2,3,8,1,4,5,2,No,0,2180.035,Medium
4354,9.79,3,3,1,10,6,4,1,Yes,Tier 2,5,4,1,5,7,5,6,3,No,1,2181.895,Medium
4355,7.71,2,3,0,5,8,10,2,Yes,Tier 2,1,9,7,2,6,4,2,2,No,0,2181.355,Medium
4356,8.03,10,0,2,2,8,9,7,No,Tier 2,0,9,8,1,4,8,3,4,No,0,2182.015,Medium
4357,6.1,5,1,3,10,7,5,9,Yes,Tier 2,2,7,10,10,3,3,5,1,Yes,1,2181.55,Medium
4358,8.13,9,5,3,10,7,3,9,Yes,Tier 3,4,9,7,10,6,8,9,3,Yes,1,2183.065,Medium
4359,7.86,6,3,3,7,10,9,9,No,Tier 3,4,0,10,9,4,2,5,1,Yes,0,2183.43,Medium
4360,5.92,8,4,3,10,9,1,1,Yes,Tier 1,0,7,7,5,6,4,7,0,No,1,2182.96,Medium
4361,5.3,8,4,3,2,2,8,7,No,Tier 2,5,1,5,4,9,5,5,3,Yes,0,2183.15,Medium
4362,8.02,7,0,3,7,1,1,7,Yes,Tier 1,2,3,9,1,7,4,2,3,No,1,2185.01,Medium
4363,8.82,5,2,1,6,2,10,9,Yes,Tier 1,0,5,2,10,3,2,3,5,No,0,2185.91,Medium
4364,7.62,2,5,0,4,3,8,9,Yes,Tier 2,4,7,5,1,4,4,7,4,Yes,0,2185.81,Medium
4365,6.13,10,0,1,4,9,5,1,Yes,Tier 2,1,5,8,9,9,6,6,2,No,1,2185.565,Medium
4366,8.33,10,2,3,6,10,7,10,No,Tier 1,5,2,8,10,6,4,5,2,Yes,1,2187.165,Medium
4367,5.4,5,0,0,9,7,8,5,No,Tier 2,2,3,10,3,2,2,5,1,Yes,1,2186.2,Medium
4368,7.21,7,4,3,10,5,1,2,Yes,Tier 1,0,1,9,6,10,3,10,1,Yes,1,2187.605,Medium
4369,5.82,7,3,0,6,5,1,6,Yes,Tier 2,1,8,2,4,8,8,10,0,Yes,1,2187.41,Medium
4370,5.92,2,1,1,6,6,7,2,No,Tier 3,3,8,8,9,3,2,3,0,No,0,2187.96,Medium
4371,6.01,7,3,0,1,2,1,6,Yes,Tier 1,2,6,6,3,3,5,4,3,Yes,1,2188.505,Medium
4372,6.93,6,4,1,5,1,4,7,No,Tier 2,4,9,3,9,5,7,2,0,Yes,1,2189.465,Medium
4373,5.26,7,1,3,1,1,6,6,No,Tier 1,4,4,7,7,9,4,5,4,Yes,1,2189.13,Medium
4374,6.99,8,2,0,9,3,2,1,Yes,Tier 2,3,2,2,3,10,9,9,3,No,1,2190.495,Medium
4375,7.56,4,2,2,10,1,10,4,Yes,Tier 3,2,0,2,7,7,3,2,2,No,1,2191.28,Medium
4376,7.42,1,4,2,4,9,5,3,No,Tier 1,0,5,10,1,8,8,5,5,Yes,0,2191.71,Medium
4377,6.91,8,1,1,2,10,10,5,No,Tier 2,2,3,2,1,7,7,1,0,No,1,2191.955,Medium
4378,9.2,8,3,1,9,5,10,7,Yes,Tier 1,2,1,3,3,8,2,4,0,No,1,2193.6,Medium
4379,5.73,3,4,1,6,9,10,3,Yes,Tier 2,5,9,7,6,8,10,5,0,Yes,1,2192.365,Medium
4380,7.53,3,2,1,10,5,6,1,No,Tier 2,5,6,2,6,2,2,7,1,No,1,2193.765,Medium
4381,5.31,5,4,3,3,1,5,9,Yes,Tier 2,3,1,6,6,2,7,2,1,No,1,2193.155,Medium
4382,5.36,3,3,2,2,7,10,6,Yes,Tier 2,4,1,8,2,9,5,6,5,Yes,1,2193.68,Medium
4383,7.87,5,0,1,6,7,8,6,Yes,Tier 2,1,7,8,10,4,6,4,4,No,1,2195.435,Medium
4384,7.83,8,5,0,10,4,4,4,Yes,Tier 2,4,7,4,5,6,3,9,4,Yes,0,2195.915,Medium
4385,9.39,1,5,0,6,3,8,1,Yes,Tier 2,2,7,5,3,7,5,6,0,Yes,0,2197.195,Medium
4386,7.79,2,5,3,9,1,3,9,Yes,Tier 2,4,3,2,1,1,4,7,1,Yes,0,2196.895,Medium
4387,9.8,2,0,1,5,7,7,10,No,Tier 2,3,6,1,7,8,1,5,0,Yes,1,2198.4,Medium
4388,5.24,4,3,0,9,5,5,7,Yes,Tier 1,5,7,5,3,1,10,7,4,Yes,1,2196.62,Medium
4389,5.49,9,1,1,5,10,5,10,No,Tier 2,5,8,10,6,10,2,8,3,Yes,1,2197.245,Medium
4390,5.22,2,4,0,2,1,6,7,No,Tier 1,1,1,9,3,8,8,2,1,No,1,2197.61,Medium
4391,5.93,9,3,3,1,1,5,7,Yes,Tier 2,1,9,4,1,1,10,8,5,Yes,1,2198.465,Medium
4392,7.71,7,0,0,9,3,1,7,Yes,Tier 2,0,6,1,2,2,6,2,0,No,0,2199.855,Medium
4393,8.23,10,2,1,10,3,9,8,Yes,Tier 1,5,3,1,7,2,10,8,5,Yes,1,2200.615,Medium
4394,5.23,8,5,1,7,2,4,8,Yes,Tier 2,4,9,10,5,4,9,10,3,Yes,1,2199.615,Medium
4395,9.73,1,5,3,3,8,5,3,No,Tier 2,5,2,4,6,2,10,2,0,No,1,2202.365,Medium
4396,9.21,5,3,2,6,8,1,8,Yes,Tier 1,5,5,2,3,6,7,4,5,Yes,1,2202.605,Medium
4397,6.48,9,5,1,10,6,3,4,Yes,Tier 1,4,5,4,9,7,2,7,5,Yes,1,2201.74,Medium
4398,5.39,4,5,2,4,5,3,7,Yes,Tier 2,3,7,3,3,1,1,9,2,Yes,0,2201.695,Medium
4399,5.85,2,3,1,9,6,8,5,Yes,Tier 3,4,5,3,4,2,9,7,3,Yes,1,2202.425,Medium
4400,5.63,6,3,3,2,1,8,4,Yes,Tier 2,3,9,3,1,7,2,8,0,No,1,2202.815,Medium
4401,5.62,2,0,0,4,2,9,4,Yes,Tier 2,0,0,1,10,3,9,3,4,Yes,0,2203.31,Medium
4402,7.59,3,0,2,1,7,10,6,Yes,Tier 2,2,4,7,2,5,4,2,5,Yes,0,2204.795,Medium
4403,6.23,8,5,0,7,1,7,2,Yes,Tier 2,4,6,5,1,2,4,4,2,Yes,1,2204.615,Medium
4404,6.79,3,3,3,4,8,6,5,Yes,Tier 2,2,2,7,5,3,9,5,4,No,1,2205.395,Medium
4405,9.95,2,3,3,5,3,8,8,No,Tier 3,0,9,3,1,10,9,2,3,Yes,1,2207.475,Medium
4406,8.42,6,5,3,1,4,3,2,Yes,Tier 3,4,8,9,4,6,2,6,4,Yes,1,2207.21,Medium
4407,9.74,3,1,1,2,7,10,5,No,Tier 2,4,2,1,10,7,2,2,4,No,1,2208.37,Medium
4408,5.71,1,2,1,4,10,10,7,Yes,Tier 2,2,9,5,10,4,2,7,3,Yes,1,2206.855,Medium
4409,6.91,3,4,1,2,7,10,5,No,Tier 2,0,5,9,5,10,9,7,4,Yes,1,2207.955,Medium
4410,7.77,6,4,1,1,2,8,10,Yes,Tier 2,0,1,2,8,8,3,5,3,Yes,1,2208.885,Medium
4411,5.38,3,5,2,10,5,3,9,No,Tier 2,2,3,9,4,2,1,8,0,No,1,2208.19,Medium
4412,5.02,9,4,3,1,8,2,9,No,Tier 2,2,1,10,2,4,2,2,1,Yes,1,2208.51,Medium
4413,8.35,7,0,2,6,9,9,8,No,Tier 1,4,8,7,7,5,7,8,5,No,1,2210.675,Medium
4414,8.21,5,0,1,2,5,1,9,No,Tier 2,5,1,7,9,3,1,9,4,Yes,1,2211.105,Medium
4415,7.05,2,1,0,3,2,10,2,No,Tier 2,0,7,4,10,4,6,5,2,Yes,1,2211.025,Medium
4416,7.45,9,5,2,5,4,10,3,No,Tier 2,5,3,3,3,5,6,5,3,Yes,1,2211.725,Medium
4417,7.08,5,0,0,3,5,2,4,No,Tier 1,1,1,6,8,5,7,4,4,Yes,0,2212.04,Medium
4418,5.12,7,5,1,6,6,7,5,No,Tier 1,0,6,1,1,4,1,4,3,Yes,1,2211.56,Medium
4419,6.68,9,5,2,7,6,1,10,Yes,Tier 1,4,3,3,9,7,8,10,2,No,1,2212.84,Medium
4420,5.89,4,3,2,10,1,5,2,Yes,Tier 3,2,8,9,3,2,8,5,0,Yes,1,2212.945,Medium
4421,5.49,9,2,2,6,6,9,10,No,Tier 1,4,1,4,7,5,2,5,4,Yes,1,2213.245,Medium
4422,9.78,1,2,0,2,10,9,4,Yes,Tier 2,1,7,5,8,3,9,5,3,Yes,1,2215.89,Medium
4423,8,6,5,1,9,1,4,4,Yes,Tier 1,0,0,6,4,9,3,4,5,Yes,1,2215.5,Medium
4424,8.64,2,2,3,2,5,10,5,Yes,Tier 2,5,9,8,2,4,6,4,1,Yes,1,2216.32,Medium
4425,6.58,8,2,3,6,7,2,6,No,Tier 1,1,3,3,1,3,3,7,4,Yes,1,2215.79,Medium
4426,6.97,5,4,1,9,8,9,1,Yes,Tier 1,5,2,9,5,6,4,4,4,No,1,2216.485,Medium
4427,6.18,3,4,2,9,5,4,6,No,Tier 3,5,8,8,8,9,7,5,0,Yes,1,2216.59,Medium
4428,5.48,2,3,3,2,2,3,9,Yes,Tier 1,5,3,9,1,4,3,8,1,Yes,1,2216.74,Medium
4429,5.9,8,1,2,9,3,3,3,Yes,Tier 1,0,4,5,6,2,3,6,3,Yes,0,2217.45,Medium
4430,8.99,7,0,1,8,7,7,2,Yes,Tier 2,4,9,7,9,8,1,1,3,No,1,2219.495,Medium
4431,8.39,9,0,0,7,10,2,8,Yes,Tier 1,1,2,6,8,2,6,4,5,Yes,1,2219.695,Medium
4432,7.73,8,4,2,8,4,5,2,Yes,Tier 2,4,1,2,8,4,1,8,1,Yes,1,2219.865,Medium
4433,7.38,4,5,0,10,1,2,8,Yes,Tier 3,4,7,3,5,2,2,6,5,No,1,2220.19,Medium
4434,9.61,2,2,0,8,3,7,10,No,Tier 1,4,8,6,9,9,1,7,2,Yes,1,2221.805,Medium
4435,5.36,2,3,1,1,10,7,4,Yes,Tier 2,5,7,8,7,1,9,4,4,Yes,1,2220.18,Medium
4436,6.4,2,1,1,9,2,3,9,Yes,Tier 1,1,2,3,7,1,5,3,3,Yes,1,2221.2,Medium
4437,6.75,6,4,0,6,9,3,4,No,Tier 2,0,0,1,5,7,8,4,3,Yes,1,2221.875,Medium
4438,8.91,7,5,0,1,1,8,1,Yes,Tier 3,4,1,10,9,7,9,3,0,Yes,1,2223.455,Medium
4439,9.96,6,3,3,1,9,7,8,Yes,Tier 2,4,6,6,4,8,1,1,1,Yes,1,2224.48,Medium
4440,6.2,2,5,3,7,10,4,1,Yes,Tier 2,2,8,9,6,3,6,2,4,No,0,2223.1,Medium
4441,9.37,4,3,1,10,5,2,5,Yes,Tier 1,5,1,3,4,4,8,4,0,Yes,1,2225.185,Medium
4442,9.15,3,4,2,2,6,3,7,Yes,Tier 1,5,5,9,1,3,6,6,2,No,0,2225.575,Medium
4443,6.12,4,3,0,6,6,3,3,Yes,Tier 2,2,8,3,1,10,7,6,3,No,1,2224.56,Medium
4444,7,5,2,2,5,6,5,6,Yes,Tier 2,1,9,2,9,2,3,9,0,Yes,1,2225.5,Medium
4445,7.05,7,3,0,5,9,7,1,Yes,Tier 2,5,3,3,2,6,8,3,2,Yes,1,2226.025,Medium
4446,9.89,9,1,1,10,9,4,6,Yes,Tier 1,5,4,4,7,3,1,1,4,Yes,1,2227.945,Medium
4447,5.9,2,3,2,6,10,1,5,No,Tier 2,3,7,6,4,4,6,6,0,Yes,1,2226.45,Medium
4448,9,8,0,1,8,7,3,2,No,Tier 1,4,4,9,8,1,5,1,1,Yes,1,2228.5,Medium
4449,6.67,3,3,0,5,3,3,4,Yes,Tier 2,1,4,2,1,8,8,9,1,Yes,1,2227.835,Medium
4450,8.65,9,5,1,8,7,1,7,Yes,Tier 3,0,3,9,1,2,4,8,0,Yes,0,2229.325,Medium
4451,7.1,10,4,2,5,5,8,6,Yes,Tier 3,5,6,9,5,9,5,1,5,No,1,2229.05,Medium
4452,7.89,4,0,3,10,9,4,10,Yes,Tier 2,5,2,10,1,7,6,1,1,Yes,1,2229.945,Medium
4453,9.16,3,4,1,6,8,5,6,Yes,Tier 1,1,4,8,1,7,6,8,2,No,1,2231.08,Medium
4454,9.02,10,5,2,8,10,3,9,Yes,Tier 3,4,7,6,9,1,7,2,0,Yes,1,2231.51,Medium
4455,9.33,6,1,1,2,6,4,2,No,Tier 2,0,8,5,10,2,5,2,4,No,1,2232.165,Medium
4456,5.3,10,2,1,7,5,1,1,No,Tier 2,5,6,2,6,5,9,1,3,Yes,1,2230.65,Medium
4457,8.46,9,1,3,3,10,4,2,No,Tier 1,2,6,5,9,3,6,3,3,Yes,1,2232.73,Medium
4458,5.7,7,0,2,9,2,2,3,No,Tier 2,4,6,7,3,8,4,6,0,No,1,2231.85,Medium
4459,7.08,4,5,2,10,3,10,9,No,Tier 2,2,0,2,5,9,1,4,0,Yes,1,2233.04,Medium
4460,7.74,3,5,2,7,3,6,10,No,Tier 2,4,8,2,6,4,3,6,2,Yes,1,2233.87,Medium
4461,7.01,10,2,0,3,4,2,9,Yes,Tier 3,5,2,6,9,6,9,2,2,Yes,1,2234.005,Medium
4462,7.6,4,3,1,8,3,9,5,Yes,Tier 1,0,9,6,8,9,3,5,0,No,0,2234.8,Medium
4463,9.98,3,0,3,10,7,2,7,No,Tier 2,4,3,1,7,5,5,10,1,Yes,0,2236.49,Medium
4464,5.68,3,2,2,2,6,4,3,No,Tier 1,4,4,3,6,7,1,2,5,Yes,1,2234.84,Medium
4465,8.38,9,4,3,10,8,4,10,No,Tier 2,1,9,2,10,2,3,3,4,Yes,1,2236.69,Medium
4466,6.98,4,2,0,8,2,1,2,Yes,Tier 1,3,4,6,10,4,6,2,4,No,1,2236.49,Medium
4467,5.67,9,4,0,7,2,7,6,Yes,Tier 2,1,9,1,8,9,9,7,2,Yes,1,2236.335,Medium
4468,5.79,10,4,3,5,1,1,6,Yes,Tier 2,3,7,4,4,10,8,6,1,Yes,1,2236.895,Medium
4469,9.75,5,5,2,4,5,8,5,No,Tier 2,3,2,4,7,2,8,3,2,No,1,2239.375,Medium
4470,9.4,7,2,3,10,7,3,1,No,Tier 1,5,3,1,1,4,8,6,5,Yes,1,2239.7,Medium
4471,9.54,5,5,2,10,9,8,10,Yes,Tier 3,0,5,8,3,9,5,3,0,Yes,0,2240.27,Medium
4472,9.96,1,5,2,1,5,8,2,No,Tier 2,4,6,7,10,9,7,7,0,Yes,1,2240.98,Medium
4473,6.04,2,1,0,4,1,10,7,Yes,Tier 3,2,3,9,6,6,9,4,4,No,1,2239.52,Medium
4474,6.78,5,1,3,6,3,10,10,Yes,Tier 2,4,1,10,3,6,4,7,0,Yes,1,2240.39,Medium
4475,8.35,6,5,0,6,8,5,2,Yes,Tier 2,3,0,3,7,2,4,10,0,Yes,1,2241.675,Medium
4476,7.42,7,5,1,2,3,3,5,Yes,Tier 2,3,8,7,10,3,2,4,1,Yes,0,2241.71,Medium
4477,7.09,2,4,0,9,7,9,10,No,Tier 2,5,8,4,8,1,9,9,0,No,1,2242.045,Medium
4478,6.79,10,5,2,1,10,1,4,No,Tier 2,0,5,3,8,9,3,5,4,Yes,1,2242.395,Medium
4479,7.97,9,0,3,4,3,1,10,No,Tier 2,1,6,3,1,2,5,10,3,No,1,2243.485,Medium
4480,7.88,6,2,1,4,2,2,1,Yes,Tier 2,3,6,4,4,6,5,8,4,No,1,2243.94,Medium
4481,5.81,2,0,1,2,10,10,5,Yes,Tier 2,3,0,2,5,4,9,8,5,Yes,1,2243.405,Medium
4482,7.36,2,1,1,8,6,6,1,Yes,Tier 1,1,5,7,9,10,4,7,1,Yes,1,2244.68,Medium
4483,7.77,3,0,1,2,2,2,3,Yes,Tier 1,2,6,1,2,3,10,10,0,Yes,0,2245.385,Medium
4484,7.85,1,3,3,2,10,4,9,Yes,Tier 2,1,7,6,2,10,3,4,0,No,0,2245.925,Medium
4485,6.05,9,3,2,2,5,6,7,No,Tier 2,1,8,6,6,10,1,9,0,No,0,2245.525,Medium
4486,8.71,10,1,1,1,5,2,2,No,Tier 2,1,5,3,1,5,10,5,5,Yes,1,2247.355,Medium
4487,5.13,4,0,2,5,5,4,5,No,Tier 2,3,1,2,2,9,4,1,2,No,0,2246.065,Medium
4488,6.77,5,2,0,4,6,7,4,Yes,Tier 2,2,0,9,2,5,2,4,2,Yes,0,2247.385,Medium
4489,8.9,7,1,2,2,3,1,7,No,Tier 3,0,6,2,9,6,7,10,3,Yes,1,2248.95,Medium
4490,7.82,1,3,1,1,10,9,4,No,Tier 2,0,4,1,8,5,8,4,2,Yes,0,2248.91,Medium
4491,6.31,3,1,0,1,5,10,9,Yes,Tier 2,0,7,3,10,9,2,5,2,No,0,2248.655,Medium
4492,8.47,3,0,0,2,8,10,3,Yes,Tier 2,5,0,4,8,7,10,5,5,Yes,1,2250.235,Medium
4493,7.84,2,0,0,1,4,7,6,Yes,Tier 1,4,6,7,6,5,4,4,1,Yes,1,2250.42,Medium
4494,8.98,8,0,1,9,5,9,5,No,Tier 1,4,0,10,8,9,1,8,4,Yes,1,2251.49,Medium
4495,8.68,5,4,2,2,1,7,10,No,Tier 2,0,8,4,6,7,1,6,4,Yes,1,2251.84,Medium
4496,8.05,1,0,3,3,1,1,8,Yes,Tier 1,2,1,7,3,2,7,3,3,Yes,1,2252.025,Medium
4497,7.44,2,5,2,9,8,7,1,Yes,Tier 2,1,9,9,10,8,2,9,1,No,1,2252.22,Medium
4498,5.67,1,3,1,5,2,9,10,Yes,Tier 3,1,8,9,10,7,8,10,5,Yes,0,2251.835,Medium
4499,6.31,6,3,1,8,10,8,2,No,Tier 2,3,9,9,5,2,10,4,5,Yes,1,2252.655,Medium
4500,7.1,9,4,0,7,10,4,7,Yes,Tier 3,3,5,4,2,3,9,1,0,Yes,1,2253.55,Medium
4501,8,7,3,2,6,7,5,1,No,Tier 1,3,3,6,9,8,7,4,5,Yes,1,2254.5,Medium
4502,7.57,5,3,1,2,7,3,5,No,Tier 3,1,3,1,7,5,1,10,5,No,1,2254.785,Medium
4503,6.44,3,1,1,4,9,10,8,No,Tier 3,5,3,5,1,2,3,7,3,No,1,2254.72,Medium
4504,5.03,8,0,3,9,1,10,10,Yes,Tier 3,4,8,3,5,10,4,4,5,Yes,1,2254.515,Medium
4505,7.48,10,5,2,7,2,2,5,Yes,Tier 2,4,9,6,4,7,8,9,4,Yes,1,2256.24,Medium
4506,6.43,4,5,0,3,1,3,5,Yes,Tier 1,5,4,6,7,2,10,6,4,Yes,0,2256.215,Medium
4507,8.67,9,1,0,6,1,7,9,Yes,Tier 3,0,1,6,8,3,7,3,5,Yes,1,2257.835,Medium
4508,5.12,5,5,0,8,4,8,5,No,Tier 1,3,3,9,7,1,2,1,5,No,1,2256.56,Medium
4509,7.92,6,1,2,8,8,2,1,No,Tier 2,4,4,6,4,9,7,8,4,Yes,1,2258.46,Medium
4510,9.71,5,5,1,8,10,9,3,Yes,Tier 2,3,2,1,2,5,10,3,0,Yes,1,2259.855,Medium
4511,5.87,10,3,1,8,8,4,5,No,Tier 3,1,0,6,5,9,4,9,5,Yes,1,2258.435,Medium
4512,7.36,7,2,3,10,9,2,8,Yes,Tier 2,2,8,2,3,1,7,6,4,Yes,1,2259.68,Medium
4513,5.46,7,0,3,6,2,7,10,Yes,Tier 2,3,1,5,1,10,6,9,1,Yes,1,2259.23,Medium
4514,8.13,1,2,1,10,7,2,2,Yes,Tier 2,0,0,3,10,2,5,4,3,Yes,1,2261.065,Medium
4515,7.75,2,3,1,3,4,7,4,Yes,Tier 2,2,7,10,6,9,2,4,2,Yes,1,2261.375,Medium
4516,7.04,7,4,2,9,3,8,4,Yes,Tier 2,2,1,2,3,8,10,1,2,Yes,1,2261.52,Medium
4517,7.61,8,1,3,3,4,9,3,Yes,Tier 2,4,6,2,6,1,10,4,4,No,1,2262.305,Medium
4518,9.48,4,5,0,4,4,1,6,Yes,Tier 1,2,0,6,4,10,4,4,2,Yes,1,2263.74,Medium
4519,5.98,6,5,0,10,3,2,10,Yes,Tier 3,0,7,1,6,10,7,1,2,No,1,2262.49,Medium
4520,5.11,10,3,0,1,9,2,2,No,Tier 1,4,0,5,5,6,5,4,4,Yes,0,2262.555,Medium
4521,9.31,3,5,0,2,8,7,3,Yes,Tier 2,5,4,4,1,5,3,2,4,Yes,1,2265.155,Medium
4522,7.89,7,3,1,6,10,6,2,No,Tier 1,2,9,10,7,10,9,2,2,Yes,1,2264.945,Medium
4523,9.45,3,2,1,1,2,9,10,No,Tier 1,2,6,1,2,3,3,3,2,Yes,1,2266.225,Medium
4524,7.98,7,4,2,9,3,3,8,No,Tier 2,5,6,10,1,4,10,1,0,No,1,2265.99,Medium
4525,9.05,8,1,0,8,10,8,2,Yes,Tier 2,0,0,9,5,10,10,9,0,Yes,0,2267.025,Medium
4526,7.15,3,5,1,2,7,5,5,Yes,Tier 2,5,6,10,6,9,6,5,5,Yes,0,2266.575,Medium
4527,8.75,2,4,1,2,5,5,4,No,Tier 1,4,0,4,2,9,8,1,4,Yes,1,2267.875,Medium
4528,9.57,6,4,1,8,1,10,1,Yes,Tier 3,4,2,2,9,6,4,2,0,Yes,1,2268.785,Medium
4529,7.86,4,4,0,8,1,5,7,No,Tier 2,5,1,7,6,9,2,4,2,Yes,0,2268.43,Medium
4530,5.9,8,0,1,1,8,8,6,No,Tier 2,2,1,1,10,8,7,10,3,Yes,1,2267.95,Medium
4531,6.34,2,4,3,5,6,7,10,Yes,Tier 1,5,1,2,2,8,1,1,4,Yes,1,2268.67,Medium
4532,5.99,4,3,0,2,4,7,1,Yes,Tier 2,0,7,3,2,4,8,4,4,Yes,0,2268.995,Medium
4533,6.23,2,0,0,1,3,4,9,No,Tier 2,5,2,4,3,5,9,3,5,No,1,2269.615,Medium
4534,6.53,2,0,3,3,9,6,4,Yes,Tier 2,1,3,2,6,8,10,1,4,Yes,0,2270.265,Medium
4535,7.78,2,4,2,3,9,1,1,Yes,Tier 2,0,3,7,8,3,10,6,0,No,1,2271.39,Medium
4536,7.94,1,5,2,10,4,6,8,Yes,Tier 1,2,5,8,1,8,8,9,2,Yes,1,2271.97,Medium
4537,7.13,4,5,0,9,8,5,1,Yes,Tier 2,2,3,6,2,7,9,9,2,Yes,1,2272.065,Medium
4538,8.08,2,5,0,10,4,1,2,Yes,Tier 2,1,0,1,3,8,2,6,5,No,1,2273.04,Medium
4539,5.41,9,5,0,1,8,1,5,Yes,Tier 1,1,0,5,3,2,4,6,2,Yes,1,2272.205,Medium
4540,5.44,9,3,3,2,7,3,1,No,Tier 1,4,0,5,5,1,3,9,4,Yes,1,2272.72,Medium
4541,5.86,7,5,1,9,6,4,1,Yes,Tier 3,5,1,5,7,10,3,8,0,Yes,0,2273.43,Medium
4542,7.59,6,1,3,5,7,1,6,No,Tier 1,2,6,8,6,2,8,4,5,Yes,0,2274.795,Medium
4543,6.07,3,4,1,9,6,10,1,No,Tier 2,4,2,5,7,5,10,8,5,Yes,1,2274.535,Medium
4544,6.42,7,0,1,6,6,7,5,No,Tier 1,2,6,4,1,9,3,10,3,Yes,0,2275.21,Medium
4545,7,1,1,2,10,7,2,10,No,Tier 2,0,6,8,7,8,7,1,2,Yes,1,2276,Medium
4546,9.06,9,5,3,10,4,4,5,Yes,Tier 2,3,0,4,4,7,1,10,0,No,0,2277.53,Medium
4547,5.07,4,1,3,3,5,9,2,Yes,Tier 1,4,2,6,10,4,10,2,2,Yes,0,2276.035,Medium
4548,8.25,6,0,0,8,9,8,3,No,Tier 1,4,3,4,5,3,3,10,5,Yes,0,2278.125,Medium
4549,8.34,6,5,3,9,2,2,3,No,Tier 3,4,0,1,6,4,4,7,4,Yes,0,2278.67,Medium
4550,8.99,3,1,1,2,9,9,3,Yes,Tier 2,5,7,4,10,8,3,9,0,Yes,1,2279.495,Medium
4551,9.66,4,3,1,9,5,1,3,Yes,Tier 1,3,4,7,3,8,3,7,0,Yes,1,2280.33,Medium
4552,5.1,10,3,3,4,10,6,4,No,Tier 2,3,7,1,5,6,2,10,1,No,1,2278.55,Medium
4553,5.77,3,4,2,8,1,3,10,Yes,Tier 3,1,5,10,3,4,2,7,2,No,1,2279.385,Medium
4554,9.43,6,4,2,5,7,1,1,Yes,Tier 2,2,5,10,8,3,8,2,5,Yes,1,2281.715,Medium
4555,7.29,1,1,0,6,5,8,4,Yes,Tier 2,0,8,8,7,8,1,6,0,No,1,2281.145,Medium
4556,7.82,8,0,0,4,3,6,4,Yes,Tier 1,4,3,1,2,10,7,10,4,Yes,1,2281.91,Medium
4557,8.32,8,3,1,5,3,4,8,Yes,Tier 2,1,8,2,7,2,9,8,1,No,1,2282.66,Medium
4558,8.4,9,2,3,1,1,3,4,Yes,Tier 3,4,5,7,8,8,1,1,2,Yes,1,2283.2,Medium
4559,9.66,6,4,1,3,7,10,5,Yes,Tier 2,2,8,4,5,5,6,7,4,Yes,1,2284.33,Medium
4560,9.98,1,3,1,4,2,2,4,Yes,Tier 2,3,1,3,4,9,7,3,0,No,1,2284.99,Medium
4561,8.6,3,5,3,1,8,5,5,Yes,Tier 3,5,1,5,10,10,2,6,2,Yes,1,2284.8,Medium
4562,6.44,1,1,1,3,4,8,3,Yes,Tier 2,2,0,5,10,8,3,5,1,Yes,1,2284.22,Medium
4563,9.4,5,3,1,4,4,8,3,Yes,Tier 2,2,8,3,1,3,10,3,5,Yes,1,2286.2,Medium
4564,5.25,3,3,2,9,5,3,8,Yes,Tier 3,2,5,1,10,4,5,8,0,Yes,1,2284.625,Medium
4565,6.16,2,1,0,3,9,9,1,Yes,Tier 2,1,3,4,6,9,9,8,0,No,1,2285.58,Medium
4566,9.49,3,4,2,3,7,10,3,Yes,Tier 2,2,8,6,1,6,1,3,1,No,1,2287.745,Medium
4567,6.28,9,4,0,4,3,5,2,Yes,Tier 2,2,4,4,10,9,10,1,2,No,1,2286.64,Medium
4568,6.1,8,2,0,9,4,7,10,Yes,Tier 2,2,5,1,5,3,10,7,3,Yes,0,2287.05,Medium
4569,5.69,3,2,0,9,9,9,6,Yes,Tier 2,0,0,2,8,8,2,9,4,Yes,1,2287.345,Medium
4570,9.3,2,4,2,1,1,7,8,No,Tier 2,1,7,8,6,9,4,1,5,Yes,1,2289.65,Medium
4571,7.5,5,4,3,8,8,10,6,No,Tier 3,1,6,5,7,1,10,3,0,Yes,1,2289.25,Medium
4572,8.37,1,4,1,10,8,3,4,Yes,Tier 3,0,9,3,10,9,9,4,1,No,1,2290.185,Medium
4573,6.2,4,4,3,1,7,2,3,No,Tier 2,1,2,2,3,10,3,6,4,No,0,2289.6,Medium
4574,8.79,8,3,3,2,6,7,4,No,Tier 2,4,4,6,9,2,2,10,5,No,1,2291.395,Medium
4575,8.8,1,2,0,10,7,10,8,Yes,Tier 3,1,8,6,6,5,6,8,5,Yes,1,2291.9,Medium
